time,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,target_x,target_y,target_theta,leg_l,leg_r,human_moving,human_sitting,human_detected
1768496420.726,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,0,0
1768496421.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,1
1768496421.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,1
1768496422.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,1
1768496422.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,1
1768496423.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,1
1768496423.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496424.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496424.725,5.62,4.37,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496425.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496425.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496426.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496426.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496427.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496427.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496428.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496428.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,1
1768496429.225,5.62,4.37,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,1
1768496429.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496430.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,0
1768496430.725,5.62,4.37,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496431.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496431.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496432.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496432.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496433.225,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496433.725,5.62,4.38,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496434.225,5.62,4.38,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496434.725,5.64,4.34,-1.10,0.00,0.00,0.00,0.00,0.00,0.00,72.07,72.60,0,1,0
1768496435.225,5.65,4.23,-1.64,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496435.725,5.64,4.17,-1.95,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496436.225,5.62,4.11,-2.24,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496436.725,5.60,4.08,-2.41,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496437.225,5.59,4.07,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496437.725,5.57,4.06,-2.59,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496438.225,5.42,4.01,-2.96,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496438.725,5.32,3.98,-3.09,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496439.225,5.08,4.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496439.725,4.89,4.05,2.76,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496440.225,4.61,4.20,2.56,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496440.725,4.42,4.34,2.46,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
1768496441.225,4.12,4.57,2.48,0.00,0.00,0.00,0.00,0.00,0.00,72.16,72.60,0,1,0
