time,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,target_x,target_y,target_theta,leg_l,leg_r,human_moving,human_sitting,human_detected
1768496050.861,0.80,2.70,2.94,0.18,2.15,-3.01,0.18,2.83,3.14,0.00,0.00,1,0,0
1768496051.361,0.72,2.71,2.95,0.18,2.15,-3.01,0.18,2.83,3.14,0.00,0.00,1,0,0
1768496051.861,0.61,2.73,2.94,0.18,2.15,-3.01,0.18,2.83,3.14,6.42,0.00,1,0,0
1768496052.361,0.52,2.75,2.94,0.18,2.15,-3.01,0.18,2.83,3.14,5.27,0.00,1,0,0
1768496052.861,0.40,2.77,2.95,0.18,2.15,-3.01,0.18,2.83,3.14,5.54,0.00,1,0,0
1768496053.361,0.32,2.79,2.94,0.18,2.15,-3.01,0.18,2.83,3.14,5.62,0.00,1,0,0
1768496053.861,0.25,2.80,2.94,0.18,2.15,-3.01,0.18,2.83,3.14,6.42,0.00,1,0,0
1768496054.361,0.23,2.80,2.94,0.18,2.15,-3.01,0.18,2.83,3.14,6.68,0.00,1,0,0
1768496054.861,0.22,2.81,3.00,0.18,2.15,-3.01,0.18,2.83,3.14,8.53,0.00,1,0,0
1768496055.361,0.23,2.81,3.04,0.18,2.15,-3.01,0.18,2.83,3.14,6.06,3.08,1,0,0
1768496055.861,0.23,2.80,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,7.56,3.69,1,0,0
1768496056.361,0.23,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,14.68,7.29,1,0,0
1768496056.861,0.22,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,4.83,7.03,1,0,0
1768496057.361,0.22,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,1.49,4.66,1,0,0
1768496057.862,0.22,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,12.48,2.55,1,0,0
1768496058.361,0.22,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,0.97,29.97,1,0,0
1768496058.861,0.22,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,3.87,0.18,1,0,0
1768496059.361,0.22,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,2.11,6.59,1,0,0
1768496059.861,0.22,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,7.38,10.55,1,0,0
1768496060.361,0.22,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,4.48,3.96,1,0,0
1768496060.861,0.22,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,4.04,22.15,1,0,0
1768496061.361,0.22,2.81,3.05,0.18,2.15,-3.01,0.18,2.83,3.14,8.00,7.56,1,0,0
1768496061.861,0.22,2.81,2.91,0.18,2.15,-3.01,0.18,2.83,3.14,0.44,13.27,1,0,0
1768496062.361,0.21,2.82,2.54,0.18,2.15,-3.01,0.18,2.83,3.14,10.37,4.57,1,0,0
1768496062.861,0.19,2.83,1.95,0.18,2.15,-3.01,0.18,2.83,3.14,0.26,19.16,1,0,0
1768496063.361,0.18,2.84,1.79,0.18,2.15,-3.01,0.18,2.83,3.14,9.67,36.04,1,0,0
1768496063.861,0.19,2.83,1.59,0.27,4.61,1.53,0.18,2.83,3.14,13.01,11.34,1,0,1
1768496064.361,0.17,2.85,1.62,0.27,4.61,1.53,0.18,2.83,3.14,6.42,45.44,1,0,0
1768496064.861,0.18,2.84,1.62,0.07,5.19,1.62,0.14,3.69,1.62,8.88,8.88,1,0,1
1768496065.362,0.18,2.84,1.62,0.13,5.31,1.59,0.14,3.69,1.62,15.38,5.10,1,0,1
1768496065.861,0.18,2.84,1.62,-0.05,5.51,1.66,0.14,3.69,1.62,7.91,6.68,1,0,1
1768496066.361,0.18,2.84,1.62,0.06,5.73,1.61,0.14,3.69,1.62,6.42,14.33,1,0,1
1768496066.861,0.18,2.84,1.62,0.04,5.92,1.62,0.14,3.69,1.62,6.42,6.50,1,0,1
1768496067.361,0.18,2.85,1.62,-0.03,5.79,1.64,0.14,3.69,1.62,6.24,6.77,1,0,1
1768496067.861,0.18,2.88,1.62,0.02,5.85,1.62,0.14,3.69,1.62,5.98,6.94,0,0,1
1768496068.361,0.18,2.93,1.61,0.03,5.91,1.62,0.14,3.69,1.62,6.68,6.94,0,0,1
1768496068.861,0.17,3.00,1.62,-0.14,5.78,1.68,0.14,3.69,1.62,6.59,6.94,1,0,1
1768496069.364,0.17,3.06,1.62,-0.03,5.81,1.64,0.14,3.69,1.62,6.68,6.94,1,0,1
1768496069.861,0.16,3.17,1.62,-0.15,5.79,1.69,0.14,3.69,1.62,6.59,7.21,1,0,1
1768496070.361,0.16,3.17,1.62,0.06,5.90,1.61,0.96,5.94,1.61,6.77,7.12,1,0,1
1768496070.861,0.16,3.17,1.62,0.06,5.90,1.61,0.96,5.94,1.61,6.77,7.12,0,0,1
1768496071.361,0.15,3.48,1.62,-0.01,5.79,1.64,0.96,5.94,1.61,6.77,7.12,1,0,1
1768496071.861,0.15,3.54,1.62,-0.02,5.80,1.64,0.96,5.94,1.61,6.77,7.12,0,0,1
1768496072.361,0.15,3.53,1.62,-0.16,5.80,1.70,0.96,5.94,1.61,6.77,7.12,1,0,1
1768496072.861,0.16,3.53,1.44,-0.04,5.81,1.66,0.96,5.94,1.61,6.77,7.12,1,0,1
1768496073.362,0.15,3.54,1.40,-0.05,5.81,1.66,0.96,5.94,1.61,6.77,7.12,0,0,1
1768496073.861,0.15,3.54,1.31,-0.02,5.80,1.65,0.96,5.94,1.61,6.77,7.03,0,0,1
1768496074.361,0.16,3.56,1.28,0.04,5.91,1.62,0.96,5.94,1.61,6.77,7.03,1,0,1
1768496074.861,0.17,3.61,1.27,0.04,5.91,1.63,0.96,5.94,1.61,6.68,7.03,0,0,1
1768496075.361,0.18,3.66,1.26,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.94,0,0,0
1768496075.861,0.21,3.76,1.25,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.86,0,0,0
1768496076.361,0.24,3.86,1.24,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.86,0,0,0
1768496076.861,0.30,4.02,1.24,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.86,0,0,0
1768496077.361,0.33,4.14,1.24,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.86,0,0,0
1768496077.861,0.40,4.32,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.86,0,0,0
1768496078.361,0.45,4.46,1.24,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.86,0,0,0
1768496078.861,0.52,4.69,1.23,0.04,5.91,1.63,0.96,5.94,1.61,6.77,6.86,0,0,0
1768496079.361,0.57,4.83,1.24,0.04,5.91,1.63,0.96,5.94,1.61,6.68,6.86,0,0,0
1768496079.861,0.62,4.99,1.24,0.04,5.91,1.63,0.96,5.94,1.61,6.77,6.86,0,0,0
